0,tcp,other,66,0,OTH,15,13,0,0.4,0.6,0,0.54,15,13,0.4,0.6,0.21,0,0.54,0,Normal
0,tcp,other,66,0,OTH,132,211,0,0.95,0.05,0,0.4,62,92,0.94,0.06,0.08,0,0.37,0,Normal
0,tcp,http,790,682,SF,10,18,0,0.9,0.1,0,0.5,10,18,0.9,0.1,0,0,0.5,0,Normal
0,tcp,http,60,0,S1,396,399,0.92,0.98,0.02,0.91,0.03,100,100,1,0,0,1,0,1,DoS
0,tcp,http,408,0,OTH,36,49,0,0.89,0.11,0,0.35,36,49,0.89,0.11,0.24,0,0.35,0,Normal
0,tcp,other,66,0,OTH,21,44,0,1,0,0,0.52,21,44,1,0,0.47,0,0.52,0,Normal
0,tcp,http,295,0,OTH,0,29,0,0,0,0,1,0,29,0,0,0.47,0,1,0,BP
0,tcp,http,295,0,OTH,5,5,0,1,0,0,0,5,5,1,0,0.17,0,0,0,Normal
0,tcp,http,392,0,OTH,9,5,0,0.56,0.44,0,0,9,5,0.56,0.44,0,0,0,0,MitM
0,tcp,other,66,0,OTH,54,77,0,0.85,0.15,0,0.4,54,77,0.85,0.15,0.17,0,0.4,0,Normal
0,tcp,other,258,0,OTH,106,18,0,0.08,0.92,0,0.5,61,4,0.03,0.97,0.2,0,0.5,0,Normal
0,tcp,other,66,0,OTH,1211,129,0,0.06,0.94,0,0.48,43,3,0.02,0.98,0,0,0.67,0,Normal
0,tcp,http,230,0,OTH,3,11,0,1,0,0,0.73,3,11,1,0,0.25,0,0.73,0,Normal
0,tcp,other,66,0,OTH,29,7,0,0.1,0.9,0,0.57,29,7,0.1,0.9,0.12,0,0.57,0,Normal
0,tcp,other,66,0,OTH,6,6,0,1,0,0,0,6,6,1,0,0,0,0,0,Normal
0,tcp,other,66,0,OTH,254,375,0,0.9,0.1,0,0.39,58,92,0.93,0.07,0,0,0.41,0,Normal
0,tcp,other,66,0,OTH,4,11,0,1,0,0,0.64,4,11,1,0,0.33,0,0.64,0,Normal
0,tcp,http,1146,0,OTH,20,37,0,1,0,0,0.46,20,37,1,0,0.08,0,0.46,0,FoT
0,tcp,http,231,0,OTH,25,81,0,1,0,0,0.69,25,81,1,0,0.32,0,0.69,0,FoT
0,tcp,http,407,0,OTH,8,11,0,0.75,0.25,0,0.45,8,11,0.75,0.25,0,0,0.45,0,MitM
0,tcp,other,66,0,OTH,82,123,0,0.95,0.05,0,0.37,63,96,0.97,0.03,0,0,0.36,0,Normal
0,tcp,http,790,682,SF,8,5,0,0.5,0.5,0,0.2,8,5,0.5,0.5,0,0,0.2,0,Normal
0,tcp,http,78,0,OTH,28,48,0,0.93,0.07,0,0.46,28,48,0.93,0.07,0.08,0,0.46,0,MitM
0,tcp,http,232,0,OTH,13,39,0,1,0,0,0.67,13,39,1,0,0.33,0,0.67,0,Normal
0,tcp,other,66,0,OTH,169,281,0,0.95,0.05,0,0.43,58,96,0.97,0.03,0.1,0,0.42,0,Normal
0,tcp,other,66,0,OTH,18,24,0,0.89,0.11,0,0.33,18,24,0.89,0.11,0.04,0,0.33,0,Normal
0,tcp,http,396,0,OTH,4,9,0,1,0,0,0.56,4,9,1,0,0,0,0.56,0,BP
0,tcp,http,408,0,OTH,25,28,0,0.72,0.28,0,0.36,25,28,0.72,0.28,0.07,0,0.36,0,MitM
0,tcp,other,66,0,OTH,43,61,0,0.86,0.14,0,0.39,43,61,0.86,0.14,0.11,0,0.39,0,Normal
0,tcp,other,66,0,OTH,12,18,0,1,0,0,0.33,12,18,1,0,0.16,0,0.33,0,Normal
0,tcp,http,232,0,OTH,74,190,0,1,0,0,0.61,34,92,1,0,0.39,0,0.63,0,Normal
0,tcp,other,66,0,OTH,45,63,0,0.87,0.13,0,0.38,45,63,0.87,0.13,0,0,0.38,0,Normal
0,tcp,other,258,0,OTH,0,2,0,0,0,0,1,0,2,0,0,0.33,0,1,0,Normal
0,tcp,other,66,0,OTH,26,13,0,0.23,0.77,0,0.54,26,13,0.23,0.77,0.29,0,0.54,0,Normal
0,tcp,http,393,0,OTH,6,7,0,0.67,0.33,0,0.43,6,7,0.67,0.33,0,0,0.43,0,Normal
0,tcp,http,408,0,OTH,10,11,0,0.7,0.3,0,0.36,10,11,0.7,0.3,0.17,0,0.36,0,MitM
0,tcp,http,232,0,OTH,40,110,0,1,0,0,0.64,37,100,1,0,0.37,0,0.63,0,Normal
0,tcp,other,66,0,OTH,5,5,0,0.6,0.4,0,0.4,5,5,0.6,0.4,0.17,0,0.4,0,Normal
0,tcp,other,242,0,OTH,0,1,0,0,0,0,1,0,1,0,0,0.5,0,1,0,Normal
0,tcp,other,66,0,OTH,21,24,0,0.81,0.19,0,0.29,21,24,0.81,0.19,0.12,0,0.29,0,Normal
0,tcp,http,408,0,OTH,47,63,0,0.91,0.09,0,0.32,47,63,0.91,0.09,0.06,0,0.32,0,Normal
0,tcp,other,258,0,OTH,9,4,0,0.22,0.78,0,0.5,9,4,0.22,0.78,0.2,0,0.5,0,Normal
0,tcp,http,232,0,OTH,29,67,0,1,0,0,0.57,29,67,1,0,0.43,0,0.57,0,Normal
0,tcp,http,276,0,OTH,4,12,0,1,0,0,0.67,4,12,1,0,0.31,0,0.67,0,Normal
0,tcp,other,130,0,OTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
0,tcp,http,566,525,SF,17,18,0,0.76,0.24,0,0.28,17,18,0.76,0.24,0,0,0.28,0,Normal
0,tcp,other,66,0,OTH,1156,1943,0,0.94,0.06,0,0.44,53,92,0.92,0.08,0.01,0,0.47,0,Normal
0,tcp,http,232,0,OTH,29,311,0,1,0,0,0.91,15,96,1,0,0.47,0,0.84,0,Normal
0,tcp,http,408,0,OTH,43,60,0,0.91,0.09,0,0.35,43,60,0.91,0.09,0.15,0,0.35,0,Normal
0,tcp,http,60,0,S1,680,716,0.9,0.99,0.01,0.85,0.06,100,100,1,0,0,1,0,1,DoS
0,tcp,http,295,0,OTH,0,78,0,0,0,0,1,0,78,0,0,0.41,0,1,0,BP
0,tcp,http,295,0,OTH,0,171,0,0,0,0,1,0,96,0,0,0.37,0,1,0,BP
0,tcp,other,258,0,OTH,2,10,0,1,0,0,0.8,2,10,1,0,0.45,0,0.8,0,Normal
0,tcp,other,66,0,OTH,13,3,0,0.08,0.92,0,0.67,13,3,0.08,0.92,0,0,0.67,0,Normal
0,tcp,other,258,0,OTH,3,0,0,0,1,0,0,3,0,0,1,0,0,0,0,Normal
0,tcp,other,258,0,OTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
0,tcp,other,66,0,OTH,113,150,0,0.86,0.14,0,0.35,61,80,0.84,0.16,0.14,0,0.36,0,Normal
0,tcp,http,264,0,OTH,3,8,0,1,0,0,0.62,3,8,1,0,0.33,0,0.62,0,Normal
0,tcp,other,66,0,OTH,35,32,0,0.66,0.34,0,0.28,35,32,0.66,0.34,0.09,0,0.28,0,Normal
0,tcp,http,790,751,SF,71,100,0,0.92,0.08,0,0.35,64,94,0.94,0.06,0,0,0.36,0,Normal
0,tcp,other,258,0,OTH,3,14,0,1,0,0,0.79,3,14,1,0,0.47,0,0.79,0,Normal
0,tcp,http,1146,0,OTH,263,400,0,0.9,0.1,0,0.41,59,90,0.9,0.1,0.12,0,0.41,0,FoT
0,tcp,other,66,0,OTH,391,972,0,1,0,0,0.6,42,95,1,0,0.44,0,0.56,0,Normal
0,tcp,http,409,0,OTH,12,15,0,0.83,0.17,0,0.33,12,15,0.83,0.17,0.25,0,0.33,0,Normal
0,tcp,http,407,0,OTH,13,12,0,0.62,0.38,0,0.33,13,12,0.62,0.38,0,0,0.33,0,MitM
0,tcp,other,66,0,OTH,1156,2753,0,1,0,0,0.58,45,96,1,0,0.46,0,0.53,0,Normal
0,tcp,http,60,0,S1,449,468,0.89,0.98,0.02,0.85,0.06,100,100,1,0,0,1,0,1,DoS
0,tcp,http,394,0,OTH,30,44,0,0.87,0.13,0,0.41,30,44,0.87,0.13,0,0,0.41,0,BP
0,tcp,http,407,0,OTH,12,16,0,0.75,0.25,0,0.44,12,16,0.75,0.25,0.12,0,0.44,0,MitM
0,tcp,http,599,525,SF,8,2,0,0.25,0.75,0,0,8,2,0.25,0.75,0,0,0,0,Normal
0,tcp,other,66,0,OTH,380,663,0,0.94,0.06,0,0.46,48,94,0.94,0.06,0,0,0.52,0,Normal
0,tcp,other,66,0,OTH,34,85,0,1,0,0,0.6,34,85,1,0,0.42,0,0.6,0,Normal
0,tcp,http,409,0,OTH,27,41,0,0.85,0.15,0,0.44,27,41,0.85,0.15,0,0,0.44,0,Normal
0,tcp,other,66,0,OTH,215,355,0,0.95,0.05,0,0.42,55,94,0.96,0.04,0.02,0,0.44,0,Normal
0,tcp,other,66,0,OTH,13,10,0,0.46,0.54,0,0.4,13,10,0.46,0.54,0,0,0.4,0,Normal
0,tcp,other,66,0,OTH,17,6,0,0.18,0.82,0,0.5,17,6,0.18,0.82,0.14,0,0.5,0,Normal
0,tcp,http,231,0,OTH,2,14,0,1,0,0,0.86,2,14,1,0,0.13,0,0.86,0,Normal
0,tcp,http,231,0,OTH,10,33,0,1,0,0,0.7,10,33,1,0,0.29,0,0.7,0,Normal
0,tcp,http,409,0,OTH,32,44,0,0.88,0.12,0,0.36,32,44,0.88,0.12,0.04,0,0.36,0,Normal
0,tcp,http,790,751,SF,52,75,0,0.88,0.12,0,0.39,52,75,0.88,0.12,0,0,0.39,0,Normal
0,tcp,other,66,0,OTH,1,6,0,1,0,0,0.83,1,6,1,0,0.29,0,0.83,0,Normal
0,tcp,other,66,0,OTH,22,33,0,0.91,0.09,0,0.39,22,33,0.91,0.09,0,0,0.39,0,Normal
0,tcp,http,232,0,OTH,18,53,0,1,0,0,0.66,18,53,1,0,0.33,0,0.66,0,Normal
0,tcp,http,231,0,OTH,6,23,0,1,0,0,0.74,6,23,1,0,0.25,0,0.74,0,Normal
0,tcp,http,98,0,OTH,13,17,0,0.69,0.31,0,0.47,13,17,0.69,0.31,0.22,0,0.47,0,MitM
0,tcp,http,232,0,OTH,151,345,0,1,0,0,0.56,36,96,1,0,0.37,0,0.62,0,FoT
0,tcp,other,66,0,OTH,38,115,0,1,0,0,0.67,33,96,1,0,0.34,0,0.66,0,Normal
0,tcp,other,66,0,OTH,28,39,0,0.93,0.07,0,0.33,28,39,0.93,0.07,0.07,0,0.33,0,Normal
0,tcp,other,66,0,OTH,30,37,0,0.87,0.13,0,0.3,30,37,0.87,0.13,0.03,0,0.3,0,Normal
0,tcp,other,66,0,OTH,11,27,0,1,0,0,0.59,11,27,1,0,0.39,0,0.59,0,Normal
0,tcp,other,66,0,OTH,8,10,0,0.75,0.25,0,0.4,8,10,0.75,0.25,0.09,0,0.4,0,Normal
0,tcp,other,66,0,OTH,37,21,0,0.27,0.73,0,0.52,37,21,0.27,0.73,0.14,0,0.52,0,Normal
0,tcp,other,66,0,OTH,252,471,0,0.96,0.04,0,0.49,55,89,0.89,0.11,0.03,0,0.45,0,Normal
0,tcp,other,66,0,OTH,947,1727,0,0.96,0.04,0,0.48,51,100,1,0,0,0,0.49,0,Normal
0,tcp,http,599,525,SF,9,3,0,0.33,0.67,0,0,9,3,0.33,0.67,0,0,0,0,Normal
0,tcp,other,66,0,OTH,13,17,0,0.85,0.15,0,0.35,13,17,0.85,0.15,0.06,0,0.35,0,Normal
0,tcp,other,258,0,OTH,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,Normal
0,tcp,other,66,0,OTH,61,82,0,0.84,0.16,0,0.38,61,82,0.84,0.16,0.01,0,0.38,0,Normal
