0,tcp,other,SF,597,523,27,39,0.0,0.0,0.78,0.22,0.46,27,39,0.78,0.22,0.0,0.46,0.0,0.0,normal
0,tcp,other,OTH,66,0,403,661,0.0,0.0,0.99,0.01,0.39,58,100,1.0,0.0,0.0,0.42,0.0,0.0,normal
0,tcp,other,OTH,66,0,68,206,0.0,0.0,1.0,0.0,0.67,50,100,1.0,0.0,0.5,0.5,0.0,0.0,normal
0,tcp,other,OTH,66,0,8,31,0.0,0.0,1.0,0.0,0.74,8,31,1.0,0.0,0.25,0.74,0.0,0.0,normal
0,tcp,other,OTH,66,0,1,21,0.0,0.0,1.0,0.0,0.95,1,21,1.0,0.0,0.05,0.95,0.0,0.0,normal
0,tcp,other,OTH,66,0,578,961,0.0,0.0,0.98,0.02,0.41,52,100,1.0,0.0,0.02,0.48,0.0,0.0,normal
0,tcp,http,OTH,401,0,19,28,0.0,0.0,1.0,0.0,0.32,19,28,1.0,0.0,0.0,0.32,0.0,0.0,normal
0,tcp,other,SF,599,525,12,13,0.0,0.0,1.0,0.0,0.08,12,13,1.0,0.0,0.0,0.08,0.0,0.0,normal
0,tcp,other,OTH,66,0,213,570,0.0,0.0,1.0,0.0,0.63,46,100,1.0,0.0,0.46,0.54,0.0,0.0,normal
0,tcp,other,OTH,66,0,51,52,0.0,0.0,1.0,0.0,0.02,51,52,1.0,0.0,0.0,0.02,0.0,0.0,normal
0,tcp,other,SF,790,682,29,32,0.0,0.0,1.0,0.0,0.09,29,32,1.0,0.0,0.0,0.09,0.0,0.0,normal
0,tcp,other,OTH,66,0,94,241,0.0,0.0,1.0,0.0,0.61,44,100,1.0,0.0,0.44,0.56,0.0,0.0,normal
0,tcp,http,OTH,401,0,3,5,0.0,0.0,1.0,0.0,0.4,3,5,1.0,0.0,0.0,0.4,0.0,0.0,normal
0,tcp,other,OTH,66,0,281,469,0.0,0.0,1.0,0.0,0.4,56,100,1.0,0.0,0.01,0.44,0.0,0.0,normal
0,tcp,other,OTH,66,0,16,31,0.0,0.0,1.0,0.0,0.48,16,31,1.0,0.0,0.03,0.48,0.0,0.0,normal
0,tcp,http,OTH,295,0,1,25,0.0,0.0,1.0,0.0,0.96,1,25,1.0,0.0,0.04,0.96,0.0,0.0,BP
0,tcp,other,OTH,66,0,496,833,0.0,0.0,1.0,0.0,0.4,58,100,1.0,0.0,0.01,0.42,0.0,0.0,normal
0,tcp,other,OTH,66,0,14,22,0.0,0.0,1.0,0.0,0.36,14,22,1.0,0.0,0.0,0.36,0.0,0.0,normal
0,tcp,other,OTH,66,0,216,724,0.0,0.0,1.0,0.0,0.7,24,100,1.0,0.0,0.38,0.76,0.0,0.0,normal
0,tcp,other,OTH,66,0,159,380,0.0,0.0,1.0,0.0,0.58,37,100,1.0,0.0,0.37,0.63,0.0,0.0,normal
0,tcp,other,OTH,66,0,432,720,0.0,0.0,1.0,0.0,0.4,66,100,1.0,0.0,0.01,0.34,0.0,0.0,normal
0,tcp,other,SF,779,7147,317,533,0.0,0.0,0.99,0.01,0.41,58,97,0.95,0.05,0.0,0.43,0.0,0.0,normal
0,tcp,http,OTH,401,0,12,16,0.0,0.0,0.83,0.17,0.38,12,16,0.83,0.17,0.0,0.38,0.0,0.0,normal
0,tcp,other,OTH,130,0,1,36,0.0,0.0,1.0,0.0,0.97,1,36,1.0,0.0,0.05,0.97,0.0,0.0,normal
0,tcp,http,OTH,401,0,13,21,0.0,0.0,1.0,0.0,0.38,13,21,1.0,0.0,0.0,0.38,0.0,0.0,normal
0,tcp,http,OTH,394,0,24,31,0.0,0.0,0.96,0.04,0.26,24,31,0.96,0.04,0.0,0.26,0.0,0.0,BP
0,tcp,other,OTH,66,0,1,35,0.0,0.0,1.0,0.0,0.97,1,35,1.0,0.0,0.03,0.97,0.0,0.0,normal
0,tcp,other,OTH,66,0,14,25,0.0,0.0,1.0,0.0,0.44,14,25,1.0,0.0,0.0,0.44,0.0,0.0,normal
0,tcp,http,OTH,394,0,34,39,0.0,0.0,0.94,0.06,0.18,34,39,0.94,0.06,0.0,0.18,0.0,0.0,BP
0,tcp,other,OTH,66,0,228,576,0.0,0.0,1.0,0.0,0.6,43,100,1.0,0.0,0.43,0.57,0.0,0.0,normal
0,tcp,http,OTH,401,0,5,8,0.0,0.0,1.0,0.0,0.38,5,8,1.0,0.0,0.0,0.38,0.0,0.0,normal
0,tcp,other,OTH,66,0,416,656,0.0,0.0,0.97,0.03,0.39,55,100,1.0,0.0,0.0,0.45,0.0,0.0,normal
0,tcp,other,OTH,66,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,normal
0,tcp,other,OTH,66,0,90,275,0.0,0.0,1.0,0.0,0.67,33,95,1.0,0.0,0.34,0.65,0.0,0.0,normal
0,tcp,http,OTH,233,0,6,19,0.0,0.0,1.0,0.0,0.68,6,19,1.0,0.0,0.3,0.68,0.0,0.0,normal
0,tcp,http,OTH,409,0,13,20,0.0,0.0,1.0,0.0,0.35,13,20,1.0,0.0,0.0,0.35,0.0,0.0,FoT
0,tcp,other,OTH,66,0,18,41,0.0,0.0,1.0,0.0,0.56,18,41,1.0,0.0,0.45,0.56,0.0,0.0,normal
0,tcp,other,OTH,66,0,2,32,0.0,0.0,1.0,0.0,0.94,2,32,1.0,0.0,0.12,0.94,0.0,0.0,normal
0,tcp,other,OTH,66,0,2,8,0.0,0.0,1.0,0.0,0.75,2,8,1.0,0.0,0.22,0.75,0.0,0.0,normal
0,tcp,other,OTH,66,0,454,776,0.0,0.0,1.0,0.0,0.41,52,100,1.0,0.0,0.0,0.48,0.0,0.0,normal
0,tcp,other,OTH,242,0,2,12,0.0,0.0,1.0,0.0,0.83,2,12,1.0,0.0,0.23,0.83,0.0,0.0,normal
0,tcp,http,OTH,393,0,6,8,0.0,0.0,0.33,0.67,0.75,6,8,0.33,0.67,0.0,0.75,0.0,0.0,BP
0,tcp,other,OTH,66,0,39,95,0.0,0.0,1.0,0.0,0.59,39,95,1.0,0.0,0.41,0.59,0.0,0.0,normal
0,tcp,other,SF,713,4044,56,97,0.0,0.0,1.0,0.0,0.42,56,97,1.0,0.0,0.0,0.42,0.0,0.0,normal
